body,rate,likes,dislikes,created_at,is_buyer,product_id,Price,clean_body,word_count,char_len,unique_word_ratio,emoji_count,hour,dayofweek,iso_score,lof_score,knn_dist,ensemble_score,ae_score,threshold_Isolation,is_outlier_Isolation,threshold_LOF,is_outlier_LOF,threshold_KNN,is_outlier_KNN,threshold_Ensemble,is_outlier_Ensemble,threshold_Autoencoder,is_outlier_Autoencoder,votes,is_outlier_consensus,explain
اگر کتاب معامله گر پرایس اکشن لنس رو خوندید درکش کردید و توقع دارید این کتاب هم مثل همون بهتون کمک کنه به نظر من اشتباه میکنید.من خودم خیلی ذوق خوندن این کتاب رو داشتم الان که تا صفحه ۱۳۰خوندم اشتیاقی برای خوندن ۷۰صفحه باقی مونده و تموم کردن کتاب ندارم.ترجمه هم خوب نیست بار ها تو متن از کلمه اکشن پرایس استفاده شده!!! الان شاید اذیت نشید که به جای کلمه پرایس اکشن از اکشن پرایس استفاده شده ولی وقتی توی هر صفحه دو بار باهاش برخورد میکنید و ذهنتون رو از عمق مطلب میکشه بیرون واقعا آزار دهندس.هرچند مطلب عمیقی هم توی کتاب نیست,1.0,8,0,,False,4023902,1500000,اگر کتاب معامله گر پرایس اکشن لنس رو خوندید درکش کردید و توقع دارید این کتاب هم مثل همون بهتون کمک کنه به نظر من اشتباه می کنید من خودم خیلی ذوق خوندن این کتاب رو داشتم الان که تا صفحه خوندم اشتیاقی برای خوندن صفحه باقی مونده و تموم کردن کتاب ندارم ترجمه هم خوب نیست بار ها تو متن از کلمه اکشن پرایس استفاده شده الان شاید اذیت نشید که به جای کلمه پرایس اکشن از اکشن پرایس استفاده شده ولی وقتی توی هر صفحه دو بار باهاش برخورد می کنید و ذهنتون رو از عمق مطلب میکشه بیرون واقعا آزار دهندس هرچند مطلب عمیقی هم توی کتاب نیست,111,519,0.6846846846846847,0,-1,-1,-0.005955400640775432,-5.769772976729836,5.996393922024765,0.372407369887636,0.10242546686067974,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,طول متن غیرمعمول (111 کلمه)؛ امتیاز افراطی (1.0)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: Isolation، KNN، Ensemble
پول یه پرس غذای معمولی هست قیمت این پک والا ارزش داره خدایش,5.0,11,3,,False,196671,800000,پول یه پرس غذای معمولی هست قیمت این پک والا ارزش داره خدایش,13,59,1.0,0,-1,-1,-0.019824519639237537,-5.177699232903428,9.0641653239006,0.3669121723067981,0.8160988201019287,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
معمولی با توجه به قیمت,4.0,0,0,,True,9611267,452000,معمولی با توجه به قیمت,5,22,1.0,0,-1,-1,-0.014524844726318986,-4.631000861419447,3.8709130188936323,0.3334058334727186,0.30464959434224004,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble، Autoencoder
خیلی خوبه و مقاوم هست,5.0,0,0,,True,523882,450000,خیلی خوبه و مقاوم هست,5,21,1.0,0,-1,-1,-0.005386111448607622,-5.489891455625159,6.132883276499957,0.37495661657733387,0.0931557885595734,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
راضی هستم فروش فوق العاده خریدم,0.0,0,0,,True,5208074,900000,راضی هستم فروش فوق العاده خریدم,6,31,1.0,0,-1,-1,-0.009178062793919084,-4.541780266995026,7.419878843214124,0.37742334641436165,0.10081219672157635,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble
"اگر اطلاعات محیط زیستی کمی داشته باشید مناسب است. چون بصورت ساده در مورد هر گونه مصرف بهینه و صرفه جویی انرژی در خانه و محل کار توضیح میده. #### ولی اگه اطلاعات محیط زیستی شما بد نیست و یا زیاد است بدردتان نمی خورد چون همه را می دانید.
#### بخش تهیه غذاهای گیاهی دارد که بعضی از اونها قابل اجرا نیست چون مواد اولیه آنها در ایران موجود نیست
#####نحوه تهیه صابون و شوینده ها و بوگیر های طبیعی  را هم توضیح میدهد که بنظر خوب است.",3.0,0,0,,True,2906633,570000,اگر اطلاعات محیط زیستی کمی داشته باشید مناسب است چون بصورت ساده در مورد هر گونه مصرف بهینه و صرفه جویی انرژی در خانه و محل کار توضیح میده ولی اگه اطلاعات محیط زیستی شما بد نیست و یا زیاد است بدردتان نمی خورد چون همه را می دانید بخش تهیه غذاهای گیاهی دارد که بعضی از اونها قابل اجرا نیست چون مواد اولیه آنها در ایران موجود نیست نحوه تهیه صابون و شوینده ها و بوگیر های طبیعی را هم توضیح می دهد که بنظر خوب است,88,407,0.7727272727272727,0,-1,-1,-0.02170390167876185,-5.796607753981645,5.454410577888258,0.33052178128500154,0.302804816595523,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,طول متن غیرمعمول (88 کلمه)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
خوبه من راضی بودم با این قیمت,4.0,0,0,,True,4302838,171000,خوبه من راضی بودم با این قیمت,7,29,1.0,0,-1,-1,-0.025257144119731234,-5.484224016619699,5.735087416738221,0.32463962993655854,0.20137577241086557,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
واقعا انتظار این کفش به این خوبی رو نداشتم,0.0,8,0,,True,6872518,1990000,واقعا انتظار این کفش به این خوبی رو نداشتم,9,42,0.8888888888888888,0,-1,-1,-0.03487042829276282,-5.2356559800868405,6.880488151041504,0.31214381765855537,0.3007879080508989,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (0.0)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
من خرید کردم و بسیار راضی هستم,0.0,0,0,,True,279799,1400000,من خرید کردم و بسیار راضی هستم,7,30,1.0,0,-1,-1,-0.010417651222829005,-5.274008158237072,6.1445321530117045,0.36321094880504656,0.06369649936402724,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
خیلی خوبه که دیجی کالا کتاب داره,4.0,1,3,,True,7785120,970000,خیلی خوبه که دیجی کالا کتاب داره,7,32,1.0,0,-1,-1,-0.011667821855987914,-5.442421976727546,6.348978751294959,0.3620772985489716,0.5732244385713748,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
فوق العاده بی کیفیته,1.5,40,4,,True,302022,1449000,فوق العاده بی کیفیته,4,20,1.0,0,-1,-1,-0.005526774961922609,-5.662864930012752,10.539780485331622,0.41364873267907104,0.44143663494678914,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
بسیار بازی خوبی است حتما بخرید .,5.0,0,0,,False,377847,350000,بسیار بازی خوبی است حتما بخرید,6,30,1.0,0,-1,-1,-0.019353198542006955,-5.803526212417109,5.639577865927504,0.3376971423399893,0.6096859989229878,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
سلام دراین رنگ دانه های ابی بیشتر است نسبت به سری M روشن تر است,3.0,0,0,,True,1779255,190000,سلام دراین رنگ دانه های ابی بیشتر است نسبت به سری M روشن تر است,15,63,0.9333333333333332,0,-1,-1,-0.01981242221423496,-4.297120744647998,4.857196150188058,0.3296876708787822,0.11324233940494131,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,تأیید چند مدل: Isolation، LOF، Ensemble
چققققد که خوشبوعه😍,5.0,0,0,,True,2764528,880000,چققد که خوشبوعه,3,15,1.0,1,-1,-1,-0.002052703834213465,-5.098492100563352,8.445176523968888,0.4032819984781984,0.6279358828741188,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
نسبت به قیمتش راضی کننده است,4.0,0,0,,True,1033290,1678300,نسبت به قیمتش راضی کننده است,6,28,1.0,0,-1,-1,-0.012093112684946061,-5.772845337788878,5.247474310236136,0.35132188256871594,0.515211950032749,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
کیفیت خوب راضی هستم,3.0,0,0,,True,3560681,420000,کیفیت خوب راضی هستم,4,19,1.0,0,-1,-1,-0.02416687758935193,-4.328874949670388,5.44023312115509,0.32459615466504993,0.11655961144029392,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble
خوب نیست و معمولی است. ,2.0,1,0,,True,8942762,897500,خوب نیست و معمولی است,5,21,1.0,0,-1,-1,-0.01530539047416718,-5.6310907139256425,5.114615365078218,0.34258078528861985,0.5589505692032213,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
بنظرم ک اصلا ارزش خریر نداره,1.0,11,1,,False,302723,753900,بنظرم ک اصلا ارزش خریر نداره,6,28,1.0,0,-1,-1,-0.006279427280630967,-5.400664874939393,6.869945265041812,0.3793796715185928,0.05679889278505577,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (1.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
جنس تی شرت با توجه به قیمتش خوبه ولی چاپ روی تی شرت چنگی به دل نمیزنه,3.4,0,0,,True,692206,590000,جنس تی شرت با توجه به قیمتش خوبه ولی چاپ روی تی شرت چنگی به دل نمیزنه,17,69,0.8235294117647058,0,-1,-1,-0.024950192444240016,-5.551108788217718,5.62314740896011,0.3243712370850394,0.13172667442969482,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,تأیید چند مدل: Isolation، KNN، Ensemble
برای خرید، کتاب مناسبی است.,4.3,0,0,,True,949430,1250000,برای خرید کتاب مناسبی است,5,25,1.0,0,-1,-1,-0.025501792703078896,-5.701450224492808,5.572270458255117,0.3226217497522907,0.39015384516432305,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
خوشبو و عالی👏,5.0,0,0,,True,4466541,693500,خوشبو و عالی,3,12,1.0,1,-1,-1,-0.030823257824315498,-5.81455071800991,7.399087638905655,0.3262667692860881,0.31650685832983927,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
خیلی خوش بو هست نسبت به قیمتش میارزه ,3.0,2,1,,True,5399947,740000,خیلی خوش بو هست نسبت به قیمتش میارزه,8,36,1.0,0,-1,-1,-0.0014788049353055,-5.516364318073619,6.383442226288178,0.38637668475381703,0.10023737369236049,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
در کل خوب بود ولی بسته بندی برای لنز دوربین بود,4.0,0,0,,False,3162419,260000,در کل خوب بود ولی بسته بندی برای لنز دوربین بود,11,47,0.9090909090909092,0,-1,-1,-0.007885768075739374,-5.6129851398469235,7.210053712697996,0.37860856749300403,0.5499130113060791,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
جنس خوبیه,4.0,0,0,,True,2326860,189000,جنس خوبیه,2,9,1.0,0,-1,-1,-0.0010084293584086135,-5.476480127665112,6.102490343863105,0.38499652906473064,0.1484726901087523,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
کتاب خوبیه قیمت مناسب در دیجی کالا,0.0,0,0,,True,3943025,500000,کتاب خوبیه قیمت مناسب در دیجی کالا,7,34,1.0,0,-1,-1,-0.03785437842122158,-5.2924775446543935,7.765183607309997,0.31295092269608266,0.4519943073945453,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
واقعا عالی من خیلی راضی بودم حتما خریداری کنید واقعا کتاب فوق العاده ای این کتاب همراه با سیدی آموزشی واقعا عالی دست تون درد نکنه💜💜💜💜💜❤❤❤❤❤💙💙💙💙💚💚💚💚💛💛💛🧡🧡🧡🧡💗💗💗💗💖💖🌟🌟⭐,0.0,4,1,,True,5646440,1210000,واقعا عالی من خیلی راضی بودم حتما خریداری کنید واقعا کتاب فوق العاده ای این کتاب همراه با سیدی آموزشی واقعا عالی دست تون درد نکنه,26,129,0.8461538461538461,3,-1,-1,-0.013508852373644409,-5.3807841600365975,17.05970761327969,0.4525860505625359,0.8388009286564113,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,تعداد ایموجی بالا (3)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
جنسش فوق العاده خوبه.قیمتشم نسبت به جنسش خوبه.,0.0,0,0,,True,860668,230000,جنسش فوق العاده خوبه قیمتشم نسبت به جنسش خوبه,9,45,0.7777777777777778,0,-1,-1,-0.021837080449445934,-4.741665064336128,6.761851015714802,0.3417856290986639,0.3449811968722071,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,5,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble، Autoencoder
عالی و کاربردی خیلی نظرات منفی شنیدم ولی واقعا کاربردیه.ممنون از دیجی کالا,5.0,0,0,,True,3913860,440000,عالی و کاربردی خیلی نظرات منفی شنیدم ولی واقعا کاربردیه ممنون از دیجی کالا,14,74,1.0,0,-1,-1,-0.02995815657828066,-5.004817332924554,6.481820144650449,0.32018154012547667,0.3526938172620786,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
اول اینکه برای من تاریخ تولیدش ۹۹/۰۹/۲۳ بود و ۴ سال هم مهلت مصرف داره // قدرت شوییندگی چندانی نداره و بیشتر کاربری درمانی داره و اگر موی سرتون خیلی چربه اول یک دست با شامپو معمولی ارزان قیمت بشورید که اثر بخشی این شامپو بر پوست سرتون بیشتر بشه // یه بوی خفیفی داره ولی رایحه عطرآگین نیست و بیشتر بوی مواد استفاده شده داخلشه // در مورد اثرش حالا باید مصرف بشه تا ببینیم چی میشه، و حتی اگر برای من خوب نباشه به معنی بد بودن این محصول نیست و باید یکی سازگار با موی خودم پیدا کنم، علاوه بر اینکه بسته به موی سرتون ممکنه چند تا مصرف کنید تا اثری ببینید و ممکن هم هست بعضیا چند تا مصرف کنند و مشکلشون برای همیشه برطرف بشه و برخی افراد مجبور باشن همیشه استفاده کنند و با قطع مصرف شامپو مشکلشون برگرده و اینها همه به مو و پوست و شکل مشکل هر فرد بستگی داره// با توجه به جمله پیشین در مورد این طور کالاها توصیه به خریدن یا نخریدنش چندان معنی نداره ولی اگر شامپوهای دیگه مشکل شما را حل نکرده خب شاید بد نباشه این را هم بیآزمایید // در مورد بسته بندی هم مقداری خیلی جزئئ از شامپو خارج شده بود که خوشبختانه به خاطر سلفون پیچی روی بقیه کالاها نرخیته بود و توی عکس هم دیده میشه .,3.0,4,0,,True,3420513,696000,اول اینکه برای من تاریخ تولیدش بود و سال هم مهلت مصرف داره قدرت شوییندگی چندانی نداره و بیشتر کاربری درمانی داره و اگر موی سرتون خیلی چربه اول یک دست با شامپو معمولی ارزان قیمت بشورید که اثر بخشی این شامپو بر پوست سرتون بیشتر بشه یه بوی خفیفی داره ولی رایحه عطرآگین نیست و بیشتر بوی مواد استفاده شده داخلشه در مورد اثرش حالا باید مصرف بشه تا ببینیم چی میشه و حتی اگر برای من خوب نباشه به معنی بد بودن این محصول نیست و باید یکی سازگار با موی خودم پیدا کنم علاوه بر اینکه بسته به موی سرتون ممکنه چند تا مصرف کنید تا اثری ببینید و ممکن هم هست بعضیا چند تا مصرف کنند و مشکلشون برای همیشه برطرف بشه و برخی افراد مجبور باشن همیشه استفاده کنند و با قطع مصرف شامپو مشکلشون برگرده و اینها همه به مو و پوست و شکل مشکل هر فرد بستگی داره با توجه به جمله پیشین در مورد این طور کالاها توصیه به خریدن یا نخریدنش چندان معنی نداره ولی اگر شامپوهای دیگه مشکل شما را حل نکرده خب شاید بد نباشه این را هم بیآزمایید در مورد بسته بندی هم مقداری خیلی جزئئ از شامپو خارج شده بود که خوشبختانه به خاطر سلفون پیچی روی بقیه کالاها نرخیته بود و توی عکس هم دیده میشه,220,1035,0.6136363636363636,0,-1,-1,-0.030545251708496812,-5.781622893637122,6.558262544189292,0.3194758866920266,0.6120885243342439,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,طول متن غیرمعمول (220 کلمه)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
خوشبو نسبت به قیمت,5.0,0,0,,True,1817529,418000,خوشبو نسبت به قیمت,4,18,1.0,0,-1,-1,-0.02677211660897527,-3.8541766455377653,8.461438015898214,0.34521402235704307,0.12192300076963078,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: LOF، KNN، Ensemble
بسیار عالی بود حتما توصیه میکنم بخرید,0.0,0,0,,True,5102930,550000,بسیار عالی بود حتما توصیه می کنم بخرید,8,38,1.0,0,-1,-1,-0.03072547919189067,-5.430060849725848,7.1896617203976465,0.32464254884150934,0.5525415889801093,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
این کتاب مناسب نوجوانان است,5.0,0,0,,True,4440681,676900,این کتاب مناسب نوجوانان است,5,27,1.0,0,-1,-1,-0.01323943287652174,-5.259981493622665,5.981520235781664,0.35512242788194964,0.05591164485430618,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
عالی بود  بخرید حتما 👌,5.0,0,0,,True,3455104,390000,عالی بود بخرید حتما,4,19,1.0,1,-1,-1,-0.03576215108781733,-5.547493014341458,8.304149626990617,0.32265050778019005,2.7702406678201856,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
به قیمتش و کیفیت دوخت و بسته بندی نمیارزد ,1.75,0,0,,True,6878061,600000,به قیمتش و کیفیت دوخت و بسته بندی نمی ارزد,10,42,0.9,0,-1,-1,-0.012179569570721527,-4.748975689163781,5.909545863712195,0.35698097206121143,0.14213448171733037,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,تأیید چند مدل: Isolation، LOF، KNN، Ensemble
بسته بندی و زمانی بندی ارسال محصول خوب بود در کل راضی بودم,4.0,0,0,,True,981025,1059000,بسته بندی و زمانی بندی ارسال محصول خوب بود در کل راضی بودم,13,58,0.9230769230769232,0,-1,-1,-0.002808555745046404,-5.462752278806468,6.466381766481751,0.3839796774353456,0.5083437324110152,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
کتاب در دیجی کالا واقعا ارزش خرید داره با قیمت های بسیار مناسب,0.0,0,0,,True,188530,434500,کتاب در دیجی کالا واقعا ارزش خرید داره با قیمت های بسیار مناسب,13,62,1.0,0,-1,-1,-0.021790677828211924,-5.381334981789988,6.866595975045485,0.34282242643190236,0.2648607136183444,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
خیلی خوب است همه چیز آش عالی است حتما پیشنهاد می کنم که بخرید ش عزیزان,5.0,0,0,,True,1155861,700000,خیلی خوب است همه چیز آش عالی است حتما پیشنهاد می کنم که بخرید ش عزیزان,16,70,0.9375,0,-1,-1,-0.02042633865154031,-5.722148542490369,6.159734536983033,0.3397760165130279,0.3366833288477912,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
کیفیت خوب قیمت مناسب پیشنهاد میکنم,3.0,0,0,,True,1616061,1600000,کیفیت خوب قیمت مناسب پیشنهاد می کنم,7,35,1.0,0,-1,-1,-0.032881076947108956,-2.6850356641336104,5.895089419191228,0.3081027892540326,0.13822578363422702,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، KNN، Ensemble
با توجه به نقاط ضعف و قوت و مخصوصا قیمتش راضی‌ام😊,5.0,0,0,,True,2905261,960000,با توجه به نقاط ضعف و قوت و مخصوصا قیمتش راضی ام,12,48,0.9166666666666666,1,-1,-1,-0.007776668613928117,-5.464534418724649,10.744967361586646,0.41016738077344056,0.283855655026868,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
در کل خوب بود ارزش خرید داره واقعا,5.0,0,0,,True,1757437,1823900,در کل خوب بود ارزش خرید داره واقعا,8,34,1.0,0,-1,-1,-0.0033560285727087247,-5.669657046834015,6.239013892353582,0.38067707102618714,0.06553225996688729,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
حتما پیشنهاد میشه,0.0,15,1,,False,1138462,1613000,حتما پیشنهاد میشه,3,17,1.0,0,-1,-1,-0.0234345873179444,-5.501483365045231,5.813393729285483,0.3296249933175637,0.13966668002982885,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
در کل توصیه میکنم,5.0,1,0,,True,2268653,1400000,در کل توصیه می کنم,5,18,1.0,0,-1,-1,-0.02479317590880581,-5.695280877473639,6.753136837343734,0.33474712778241317,0.08447661341737153,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
کیفیت رو بررسی نکردم ,0.0,0,0,,True,3990912,169000,کیفیت رو بررسی نکردم,4,20,1.0,0,-1,-1,-0.024964381305593586,-1.2246751513873058,5.3003712833930985,0.3214796207871785,0.04486749570579942,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
جنس خوبیه بد نیست,2.0,0,0,,True,3852883,1679600,جنس خوبیه بد نیست,4,17,1.0,0,-1,-1,-0.007846944450835058,-4.987852805217016,8.36296636346932,0.3889091114602512,0.39491945930885786,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
از نظر شستشو خوب کف میکنه و نرم هم میکنه با یه بار شستن هم تمیز و هم نرم میکنه من واقعا راضیم بوی خوبی هم داره,0.0,0,0,,True,560772,1050000,از نظر شستشو خوب کف میکنه و نرم هم میکنه با یه بار شستن هم تمیز و هم نرم میکنه من واقعا راضیم بوی خوبی هم داره,27,110,0.7407407407407407,0,-1,-1,-0.024882803446711732,-5.332413362404086,5.885738942136919,0.3268551974880052,0.2399011231358891,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
